T24,T30,T50,P30,Ps30,phi,NRf,BPR,htBleed,w31,w32
0.4879518072289386,0.5171703296703356,0.5445644834571226,0.4301470588235361,0.5449101796407163,0.25107296137339574,0.4852941176468448,0.601000384763374,0.5833333333333357,0.29921259842519987,0.38069594034796594
0.027108433734923665,0.1261446886446862,0.2071235651586747,0.795955882352942,0.17365269461078015,0.9034334763948522,0.11764705882342241,0.3562908811081229,0.3333333333333357,0.6535433070866148,0.82546257939795
0.37048192771086974,0.2728937728937737,0.20273463875759745,0.8529411764705799,0.2215568862275461,0.8969957081545061,0.2205882352941444,0.28010773374374764,0.25,0.6692913385826813,0.7057442695388048
0.6867469879518069,0.7076465201465254,0.6976704929101949,0.2647058823529562,0.7365269461077837,0.14806866952788766,0.5294117647054009,0.714120815698351,0.9166666666666714,0.11811023622047045,0.1673570836785423
0.29216867469878594,0.4684065934065913,0.3598919648885861,0.597426470588232,0.25748502994012057,0.7446351931330355,0.23529411764684482,0.35436706425548437,0.4166666666666714,0.6456692913385851,0.7235570284451782
0.6987951807228967,0.6309523809523796,0.6392640108035081,0.3069852941176663,0.5568862275449113,0.2896995708154435,0.5147058823527004,0.5171219699884588,0.5833333333333357,0.3858267716535444,0.2491024578845611
0.4728915662650479,0.2039835164835182,0.22889939230249823,0.6819852941176521,0.2215568862275461,0.7725321888411969,0.23529411764684482,0.38514813389765834,0.3333333333333357,0.5669291338582667,0.7040872687103032
0.5662650602409656,0.428800366300365,0.5192437542201205,0.4062500000000142,0.44910179640718795,0.5364806866952847,0.2205882352941444,0.534051558291651,0.5,0.5354330708661443,0.5022093344379996
0.45783132530121406,0.4613095238095255,0.5160364618500992,0.3768382352941302,0.5628742514970071,0.3154506437768134,0.3088235294117112,0.36975759907656425,0.5833333333333357,0.5118110236220481,0.5074565037282497
0.41566265060242813,0.3763736263736277,0.4404118838622537,0.7573529411764639,0.2694610778443085,0.8648068669527902,0.2205882352941444,0.17160446325510037,0.4166666666666714,0.4803149606299222,0.6027340513670225
0.6837349397590344,0.6845238095238102,0.6531060094530723,0.45036764705884025,0.5508982035928156,0.40343347639485216,0.41176470588197844,0.6310119276644883,0.5,0.40944881889763707,0.4252968793151055
0.430722891566262,0.3681318681318686,0.5082714382174203,0.4779411764705941,0.401197604790422,0.5600858369098631,0.35294117647026724,0.485186610234706,0.5,0.37795275590551114,0.3853907760287214
0.3915662650602485,0.4320054945054963,0.19598244429439404,0.7205882352941302,0.2694610778443085,0.7982832618025668,0.14705882352927802,0.1585225086571782,0.4166666666666714,0.692913385826774,0.5150510908588757
0.5572289156626482,0.6920787545787519,0.601282916948005,0.3363970588235361,0.4670658682634752,0.5085836909871091,0.397058823529278,0.615236629472875,0.5833333333333357,0.4015748031496038,0.36095001380833835
0.6807228915662904,0.6723901098901095,0.8367656988521261,0.2665441176470722,0.766467065868266,0.25107296137339574,0.5588235294117112,0.7926125432858839,0.5,0.3307086614173258,0.3265672466169569
0.17469879518071707,0.3296703296703356,0.31634031060094614,0.7720588235294201,0.10778443113772695,0.8412017167381975,0.2205882352941444,0.3412851096575622,0.3333333333333357,0.7165354330708666,0.702568351284178
0.30421686746987575,0.3230311355311386,0.261647535449022,0.6966911764706083,0.2215568862275461,0.7381974248927037,0.25,0.31550596383224416,0.1666666666666714,0.7480314960629961,0.7247997790665579
0.3765060240963862,0.3099816849816861,0.5113099257258611,0.529411764705884,0.4371257485029929,0.545064377682408,0.32352941176441163,0.4974990380915756,0.3333333333333357,0.4960629921259887,0.5557856945595177
0.466867469879503,0.4251373626373649,0.5212694125590822,0.53125,0.4431137724550922,0.6373390557939871,0.32352941176441163,0.47441323585994866,0.5,0.6062992125984223,0.5814692074012697
0.31024096385542066,0.4706959706959708,0.3391289669142452,0.6452205882352899,0.34730538922155674,0.7017167381974332,0.3088235294117112,0.36321662177761027,0.3333333333333357,0.5039370078740184,0.6420878210439085
0.7319277108433653,0.3992673992674014,0.5433828494260631,0.4485294117647243,0.5389221556886241,0.49570815450643124,0.38235294117612284,0.44170834936514325,0.6666666666666714,0.4803149606299222,0.4935100800883703
0.32228915662648205,0.2346611721611751,0.25928426738689936,0.6488970588235503,0.2275449101796383,0.6909871244635184,0.20588235294098922,0.3570604078491755,0.4166666666666714,0.4724409448818925,0.6592101629384146
0.7379518072289102,0.6108058608058613,0.6421336934503721,0.3511029411764923,0.6646706586826348,0.22532188841201162,0.49999999999954525,0.6363986148518634,0.5833333333333357,0.3464566929133852,0.4694835680751197
0.46987951807227546,0.5842490842490804,0.4827819041188377,0.685661764705884,0.49700598802395035,0.49356223175965397,0.3382352941175668,0.43516737206617506,0.3333333333333357,0.5039370078740184,0.5996962165147721
0.4096385542168832,0.206959706959708,0.22197839297771793,0.683823529411768,0.15568862275448936,0.7381974248927037,0.23529411764684482,0.2189303578299402,0.1666666666666714,0.6614173228346445,0.7365368682684377
0.5993975903614626,0.4377289377289415,0.6043214044564458,0.4209558823529562,0.6167664670658688,0.375536480686705,0.44117647058783405,0.5840707964601748,0.5,0.3464566929133852,0.40430820215409824
0.4277108433734895,0.3793498168498175,0.4208305199189759,0.6176470588235361,0.3353293413173617,0.611587982832603,0.35294117647026724,0.41708349365140407,0.3333333333333357,0.5196850393700778,0.6215133940900301
0.26506024096386227,0.418040293040292,0.3040175557056024,0.6764705882353041,0.24550898203592553,0.7789699570815571,0.25,0.24971142747210706,0.3333333333333357,0.7165354330708666,0.8217343275338322
0.4608433734939865,0.516941391941387,0.5258271438217434,0.45772058823530415,0.49700598802395035,0.5321888412017017,0.44117647058783405,0.5979222777991566,0.4166666666666714,0.37795275590551114,0.5799502899751445
0.2560240963855165,0.4212454212454233,0.40631330182309,0.5533088235294059,0.3592814371257518,0.6416309012875416,0.20588235294098922,0.3889957676029283,0.25,0.6535433070866148,0.7221761944214293
0.25903614457831736,0.2461080586080584,0.5114787305874415,0.5569852941176663,0.31137724550898227,0.6480686695279019,0.44117647058783405,0.48056944978838345,0.4166666666666714,0.5669291338582667,0.5655896161281362
0.5301204819277245,0.2921245421245402,0.3904456448345748,0.7242647058823621,0.28143712574850355,0.611587982832603,0.1911764705882888,0.21969988457099277,0.4166666666666714,0.5275590551181111,0.7774095553714417
0.27409638554217963,0.295558608058613,0.2933828494260666,0.7408088235294201,0.19760479041916312,0.7875536480686662,0.2205882352941444,0.18083878414775256,0.4166666666666714,0.6535433070866148,0.6191659762496542
0.611445783132524,0.5936355311355328,0.6919311276164741,0.2720588235294201,0.6706586826347305,0.3433476394849606,0.44117647058783405,0.768372450942671,0.5833333333333357,0.3149606299212593,0.25973487986744104
0.3463855421686901,0.4310897435897445,0.21252532072923458,0.7665441176470722,0.2275449101796383,0.7103004291845423,0.1617647058815237,0.3089649865332831,0.25,0.692913385826774,0.783209058271197
0.4096385542168832,0.3255494505494525,0.30570560432140326,0.753676470588232,0.28143712574850355,0.7618025751072963,0.17647058823513362,0.3324355521354434,0.3333333333333357,0.6850393700787407,0.8772438552885902
0.5210843373494072,0.5148809523809561,0.31735313977042523,0.547794117647058,0.4131736526946099,0.5515021459227398,0.3676470588234224,0.3420546363986148,0.3333333333333357,0.6141732283464592,0.5017950842308778
0.42469879518071707,0.4766483516483504,0.37474679270762934,0.6102941176470722,0.44910179640718795,0.5278969957081472,0.29411764705855603,0.39130434782609314,0.25,0.5905511811023629,0.5041425020712467
0.40060240963853744,0.3761446886446933,0.5514854827819065,0.5643382352941302,0.44910179640718795,0.6523605150214564,0.3382352941175668,0.5336667949211247,0.4166666666666714,0.6220472440944889,0.701601767467551
0.466867469879503,0.407280219780219,0.39804186360566973,0.544117647058826,0.3293413173652695,0.6373390557939871,0.26470588235270043,0.39630627164294197,0.4166666666666714,0.5826771653543332,0.5028997514498812
0.611445783132524,0.4464285714285694,0.47501688048615875,0.623161764705884,0.3952095808383227,0.5557939914162944,0.29411764705855603,0.35475182762601065,0.4166666666666714,0.44881889763779625,0.438829052747856
0.1987951807228967,0.3337912087912045,0.22636731937879873,0.8216911764705941,0.13772455089820212,0.7274678111588031,0.17647058823513362,0.37629857637553243,0.3333333333333357,0.7637795275590555,0.7542115437724419
0.32228915662648205,0.3225732600732627,0.38217420661715096,0.6066176470588402,0.2874251497005993,0.7231759656652201,0.2794117647058556,0.32204694113120524,0.3333333333333357,0.5511811023622073,0.6702568351284199
0.4728915662650479,0.6456043956043942,0.7471303173531396,0.3069852941176663,0.742514970059883,0.43347639484979084,0.397058823529278,0.6348595613697583,0.5,0.29921259842519987,0.3402375034520837
0.23795180722891018,0.3905677655677664,0.26958136394328136,0.5606617647058982,0.4071856287425142,0.6502145922746791,0.25,0.45902270103886167,0.4166666666666714,0.559055118110237,0.5363159348246285
0.3253012048192545,0.2777014652014671,0.30030384875084337,0.6452205882352899,0.07185628742514893,0.8583690987124584,0.17647058823513362,0.3778376298576376,0.3333333333333357,0.6141732283464592,0.6607290803645398
0.5271084337349521,0.532280219780219,0.5817015530047271,0.45036764705884025,0.5269461077844291,0.40343347639485216,0.29411764705855603,0.5086571758368663,0.5,0.29921259842519987,0.2644297155481894
0.5421686746987859,0.6433150183150218,0.5747805536799468,0.2665441176470722,0.7005988023952128,0.28540772532187475,0.5147058823527004,0.6217776067718361,0.75,0.3385826771653555,0.31206848936757936
0.46987951807227546,0.4642857142857153,0.3504388926401063,0.2812500000000142,0.4730538922155709,0.5944206008583706,0.35294117647026724,0.4544055405925391,0.4166666666666714,0.5039370078740184,0.5186412593206313
0.286144578313241,0.2799908424908466,0.32207967589466335,0.7261029411764781,0.17365269461078015,0.7317596566523576,0.2205882352941444,0.2697191227395166,0.1666666666666714,0.5905511811023629,0.5782932891466501
0.26506024096386227,0.3685897435897445,0.31600270087778526,0.8676470588235361,0.20359281437125532,0.9248927038626675,0.17647058823513362,0.22354751827625563,0.3333333333333357,0.7244094488188999,0.4893675780171236
0.3463855421686901,0.3479853479853503,0.469277515192438,0.7426470588235361,0.4431137724550922,0.6824034334763951,0.38235294117612284,0.42400923432089854,0.4166666666666714,0.5118110236220481,0.6706710853355418
0.6054216867470075,0.5178571428571459,0.7204591492234975,0.391544117647058,0.6107784431137695,0.45922746781116075,0.397058823529278,0.3566756444786492,0.6666666666666714,0.4881889763779519,0.5632421982877673
0.40662650602408235,0.4759615384615401,0.5222822417285613,0.5551470588235503,0.3952095808383227,0.5429184549356307,0.26470588235270043,0.4340130819545962,0.3333333333333357,0.5118110236220481,0.583954708644022
0.6174698795180689,0.3175366300366349,0.665428764348416,0.297794117647058,0.4371257485029929,0.4377682403433454,0.3382352941175668,0.6921893035782958,0.4166666666666714,0.4015748031496038,0.5537144435238872
0.31024096385542066,0.2953296703296715,0.297434166103983,0.7886029411764781,0.18562874251496808,0.695278969957073,0.1617647058815237,0.21777606771836133,0.25,0.6614173228346445,0.7279756973211775
0.3915662650602485,0.5267857142857153,0.4841323430114812,0.5680147058823621,0.5628742514970071,0.5793991416309012,0.35294117647026724,0.28357060407849133,0.5833333333333357,0.5669291338582667,0.6046672190002766
0.29216867469878594,0.4578754578754598,0.2145509790681963,0.6544117647058982,0.2994011976047908,0.6566523605150252,0.1911764705882888,0.19392073874566762,0.3333333333333357,0.8188976377952777,0.6184755592377797
0.6174698795180689,0.3081501831501825,0.297434166103983,0.5735294117647101,0.38323353293413476,0.5515021459227398,0.3382352941175668,0.43324355521354363,0.25,0.6377952755905554,0.4589892294946125
0.36746987951806886,0.3365384615384599,0.12052667116813254,0.7904411764705941,0.2335329341317376,0.8519313304720981,0.17647058823513362,0.194305502116201,0.3333333333333357,0.6692913385826813,0.7992267329466998
0.29216867469878594,0.5089285714285694,0.507765023632679,0.5533088235294059,0.4431137724550922,0.5493562231759626,0.29411764705855603,0.2754905732974251,0.4166666666666714,0.5826771653543332,0.5439105219552616
0.4819277108433653,0.5210622710622701,0.2954085077650248,0.575367647058826,0.38922155688622695,0.5321888412017017,0.2794117647058556,0.38745671412081606,0.5,0.5118110236220481,0.44103838718586275
0.5572289156626482,0.7429029304029342,0.5589128966914245,0.4632352941176663,0.6467065868263475,0.31974248927036797,0.397058823529278,0.7622162370142362,0.4166666666666714,0.42519685039370003,0.3885666942833481
0.35542168674697905,0.3926282051282044,0.33963538149898653,0.6286764705882462,0.32335329341317376,0.6373390557939871,0.25,0.40554059253559416,0.4166666666666714,0.6692913385826813,0.6422259044462848
0.48493975903616615,0.25,0.5040513166779199,0.4779411764705941,0.3952095808383227,0.5729613733905552,0.3676470588234224,0.6448634090034631,0.5833333333333357,0.692913385826774,0.6074288870477744
0.08132530120482784,0.4475732600732627,0.3111073598919667,0.5680147058823621,0.2215568862275461,0.7682403433476281,0.2205882352941444,0.288187764524821,0.3333333333333357,0.6062992125984223,0.711129522231424
0.1596385542168548,0.3118131868131897,0.2538825118163395,0.746323529411768,0.3053892215568865,0.7682403433476281,0.2205882352941444,0.22547133512889417,0.3333333333333357,0.6220472440944889,0.7709196354598191
0.5030120481927725,0.4658882783882845,0.49172856178257973,0.47977941176471006,0.5628742514970071,0.4656652360515068,0.44117647058783405,0.4578684109272757,0.5,0.4881889763779519,0.39505661419497073
0.5391566265060135,0.6385073260073284,0.448683322079674,0.590073529411768,0.5269461077844291,0.5536480686695171,0.26470588235270043,0.2851096575605965,0.3333333333333357,0.46456692913385567,0.37738193869097003
0.319277108433738,0.5025183150183139,0.39145847400405387,0.5680147058823621,0.3952095808383227,0.6072961373390484,0.397058823529278,0.5232781839168936,0.3333333333333357,0.559055118110237,0.5516431924882639
0.7018072289156692,0.5503663003662993,0.47383524645509567,0.4172794117647243,0.401197604790422,0.4892703862660994,0.3382352941175668,0.6844940361677629,0.3333333333333357,0.40944881889763707,0.4298536315934811
0.6626506024096273,0.6943681318681314,0.8362592842673848,0.3290441176470722,0.7544910179640709,0.34120171673818334,0.41176470588197844,0.5859946133128133,0.5833333333333357,0.3149606299212593,0.19524993095829757
0.2891566265060135,0.2703754578754598,0.44142471303173636,0.6672794117647101,0.2514970059880248,0.6609442060085797,0.20588235294098922,0.3863024240092372,0.4166666666666714,0.559055118110237,0.6888980944490442
0.27710843373492366,0.4301739926739927,0.2920324105334231,0.7132352941176521,0.2934131736526986,0.7253218884120258,0.10294117646981249,0.33705271258176595,0.0833333333333357,0.811023622047248,0.7938414802540734
0.3343373493976003,0.6140109890109855,0.42015530047265415,0.6360294117647101,0.37724550898203546,0.5965665236051478,0.1617647058815237,0.5117352828010837,0.5,0.4881889763779519,0.6190278928472779
0.7198795180723039,0.6597985347985329,0.6353814989871722,0.23161764705882604,0.706586826347305,0.27682403433476566,0.5294117647054009,0.5686802616390949,0.5,0.35433070866141847,0.31496824081745345
0.7680722891566347,0.3905677655677664,0.4951046590141779,0.39705882352943433,0.5748502994011986,0.3819742489270368,0.44117647058783405,0.5075028857252804,0.4166666666666714,0.44881889763779625,0.5475006904170101
0.397590361445765,0.4567307692307736,0.41661039837947555,0.5238970588235361,0.3353293413173617,0.6480686695279019,0.25,0.5128895729126626,0.5,0.559055118110237,0.6103286384976556
